UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
root        1197       1    1857  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1858  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1859  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1860  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1861  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1862  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1863  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1864  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1865  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1866  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1868  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1869  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1870  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1871  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1872  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1873  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1874  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1    1876  0   61 Feb13 ?        00:00:00 /bin/warp-svc
root        1197       1  298381  0   61 13:44 ?        00:00:00 /bin/warp-svc
root        1197       1  308327  0   61 19:39 ?        00:00:00 /bin/warp-svc
root        1209       2    1209  0    1 Feb13 ?        00:00:00 [psimon]
avahi       1213    1139    1213  0    1 Feb13 ?        00:00:00 avahi-daemon: chroot helper
root        1224       2    1224  0    1 Feb13 ?        00:00:00 [psimon]
root        1234       1    1234  0    1 Feb13 ?        00:00:00 /usr/sbin/alsactl -s -n 19 -c -E ALSA_CONFIG_PATH=/etc/alsa/alsactl.conf --initfile=/lib/alsa/init/00main rdaemon
root        1318       1    1318  0    4 Feb13 ?        00:00:00 /usr/sbin/abrtd -d -s
root        1318       1    1351  0    4 Feb13 ?        00:00:00 /usr/sbin/abrtd -d -s
root        1318       1    1352  0    4 Feb13 ?        00:00:00 /usr/sbin/abrtd -d -s
root        1318       1    1354  0    4 Feb13 ?        00:00:00 /usr/sbin/abrtd -d -s
root        1341       1    1341  0    4 Feb13 ?        00:00:00 /usr/bin/ModemManager
root        1341       1    1343  0    4 Feb13 ?        00:00:00 /usr/bin/ModemManager
root        1341       1    1344  0    4 Feb13 ?        00:00:00 /usr/bin/ModemManager
root        1341       1    1347  0    4 Feb13 ?        00:00:00 /usr/bin/ModemManager
root        1342       1    1342  0    2 Feb13 ?        00:00:00 /usr/bin/python3 -sP /usr/bin/firewalld --nofork --nopid
root        1342       1    1434  0    2 Feb13 ?        00:00:00 /usr/bin/python3 -sP /usr/bin/firewalld --nofork --nopid
root        1355       1    1355  0    1 Feb13 ?        00:00:04 /usr/bin/abrt-dump-journal-core -D -T -f -e
root        1356       1    1356  0    1 Feb13 ?        00:00:04 /usr/bin/abrt-dump-journal-oops -fxtD
root        1357       1    1357  0    1 Feb13 ?        00:00:07 /usr/bin/abrt-dump-journal-xorg -fxtD
root        1402       2    1402  0    1 Feb13 ?        00:00:00 [kworker/R-rpciod]
root        1403       2    1403  0    1 Feb13 ?        00:00:00 [kworker/R-xprtiod]
root        1433       1    1433  0    4 Feb13 ?        00:00:17 /usr/bin/NetworkManager --no-daemon
root        1433       1    1435  0    4 Feb13 ?        00:00:00 /usr/bin/NetworkManager --no-daemon
root        1433       1    1436  0    4 Feb13 ?        00:00:00 /usr/bin/NetworkManager --no-daemon
root        1433       1    1437  0    4 Feb13 ?        00:00:03 /usr/bin/NetworkManager --no-daemon
root        1456       1    1456  0    1 Feb13 ?        00:00:02 /usr/sbin/wpa_supplicant -c /etc/wpa_supplicant/wpa_supplicant.conf -u -s
root        1472       1    1472  0    1 Feb13 ?        00:00:00 /usr/bin/cupsd -l
root        1473       1    1473  0    6 Feb13 ?        00:00:00 /usr/bin/gssproxy -i
root        1473       1    1520  0    6 Feb13 ?        00:00:00 /usr/bin/gssproxy -i
root        1473       1    1521  0    6 Feb13 ?        00:00:00 /usr/bin/gssproxy -i
root        1473       1    1522  0    6 Feb13 ?        00:00:00 /usr/bin/gssproxy -i
root        1473       1    1523  0    6 Feb13 ?        00:00:00 /usr/bin/gssproxy -i
root        1473       1    1524  0    6 Feb13 ?        00:00:00 /usr/bin/gssproxy -i
root        1478       1    1478  0    1 Feb13 ?        00:00:00 /bin/sh /snap/cups/1142/scripts/run-cups-browsed
root        1480       1    1480  0    1 Feb13 ?        00:00:00 /bin/sh /snap/cups/1142/scripts/run-cupsd
root        1481       1    1481  0    4 Feb13 ?        00:00:06 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        1481       1    1616  0    4 Feb13 ?        00:00:00 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        1481       1    8051  0    4 Feb13 ?        00:00:06 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        1481       1    8119  0    4 Feb13 ?        00:00:00 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        1507       1    1507  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1531  0   23 Feb13 ?        00:00:14 /usr/bin/containerd
root        1507       1    1532  0   23 Feb13 ?        00:00:02 /usr/bin/containerd
root        1507       1    1533  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1534  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1535  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1568  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1569  0   23 Feb13 ?        00:00:06 /usr/bin/containerd
root        1507       1    1570  0   23 Feb13 ?        00:00:06 /usr/bin/containerd
root        1507       1    1571  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1576  0   23 Feb13 ?        00:00:07 /usr/bin/containerd
root        1507       1    1577  0   23 Feb13 ?        00:00:05 /usr/bin/containerd
root        1507       1    1595  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1596  0   23 Feb13 ?        00:00:06 /usr/bin/containerd
root        1507       1    1612  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1613  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    1618  0   23 Feb13 ?        00:00:06 /usr/bin/containerd
root        1507       1    1619  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    3749  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
root        1507       1    3755  0   23 Feb13 ?        00:00:03 /usr/bin/containerd
root        1507       1    3756  0   23 Feb13 ?        00:00:03 /usr/bin/containerd
root        1507       1    3763  0   23 Feb13 ?        00:00:04 /usr/bin/containerd
root        1507       1    3764  0   23 Feb13 ?        00:00:00 /usr/bin/containerd
colord      1527       1    1527  0    4 Feb13 ?        00:00:00 /usr/libexec/colord
colord      1527       1    1581  0    4 Feb13 ?        00:00:00 /usr/libexec/colord
colord      1527       1    1582  0    4 Feb13 ?        00:00:00 /usr/libexec/colord
colord      1527       1    1584  0    4 Feb13 ?        00:00:00 /usr/libexec/colord
mysql       1606       1    1606  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1653  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1654  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1655  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1656  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1657  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1658  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1659  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1660  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1661  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1662  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1663  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1664  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1665  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1666  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1667  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1668  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1722  0   43 Feb13 ?        00:00:01 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1723  0   43 Feb13 ?        00:00:16 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1724  0   43 Feb13 ?        00:00:17 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1725  0   43 Feb13 ?        00:00:17 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1726  0   43 Feb13 ?        00:00:18 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1727  0   43 Feb13 ?        00:03:31 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1732  0   43 Feb13 ?        00:00:01 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1733  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1734  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1745  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1747  0   43 Feb13 ?        00:00:04 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1748  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1749  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1754  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1755  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1756  0   43 Feb13 ?        00:00:02 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1774  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1775  0   43 Feb13 ?        00:00:24 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1776  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1777  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1778  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1779  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1780  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1781  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1782  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
mysql       1606       1    1784  0   43 Feb13 ?        00:00:00 /usr/libexec/mysqld --basedir=/usr
root        1617       1    1617  0    4 Feb13 ?        00:00:06 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1617       1    1629  0    4 Feb13 ?        00:00:00 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1617       1    1630  0    4 Feb13 ?        00:00:00 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1617       1    1631  0    4 Feb13 ?        00:00:00 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1770    1480    1770  0    1 Feb13 ?        00:00:00 cupsd -f -s /var/snap/cups/common/etc/cups/cups-files.conf -c /var/snap/cups/common/etc/cups/cupsd.conf
root        1772    1480    1772  0    4 Feb13 ?        00:00:01 cups-proxyd /var/snap/cups/common/run/cups.sock /run/cups/cups.sock -l --logdir /var/snap/cups/1142/var/log
root        1772    1480    1789  0    4 Feb13 ?        00:00:00 cups-proxyd /var/snap/cups/common/run/cups.sock /run/cups/cups.sock -l --logdir /var/snap/cups/1142/var/log
root        1772    1480    1790  0    4 Feb13 ?        00:00:00 cups-proxyd /var/snap/cups/common/run/cups.sock /run/cups/cups.sock -l --logdir /var/snap/cups/1142/var/log
root        1772    1480    1791  0    4 Feb13 ?        00:00:00 cups-proxyd /var/snap/cups/common/run/cups.sock /run/cups/cups.sock -l --logdir /var/snap/cups/1142/var/log
root        1787    1478    1787  0    1 Feb13 ?        00:00:00 /bin/sh /snap/cups/1142/scripts/run-cups-browsed
root        1879       1    1879  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1914  0   25 Feb13 ?        00:00:01 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1916  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1918  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1919  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1920  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1946  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1947  0   25 Feb13 ?        00:00:01 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1948  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1949  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1950  0   25 Feb13 ?        00:00:01 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1951  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1952  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1953  0   25 Feb13 ?        00:00:01 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1957  0   25 Feb13 ?        00:00:01 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1958  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1879       1    1959  0   25 Feb13 ?        00:00:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
